Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Código Ação;Nome Ação;Linguagem Cidadã;Valor
RIO DE JANEIRO;5889;RIO DAS FLORES;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;29875,84
RIO DE JANEIRO;5889;RIO DAS FLORES;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;72414,50
RIO DE JANEIRO;5889;RIO DAS FLORES;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;2764595,12
RIO DE JANEIRO;5889;RIO DAS FLORES;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;45080,32
RIO DE JANEIRO;5889;RIO DAS FLORES;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8934;Atenção Especializada em Saúde Bucal;CEO;40000,00
RIO DE JANEIRO;5889;RIO DAS FLORES;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;3647,29
RIO DE JANEIRO;5889;RIO DAS FLORES;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;3156804,18
RIO DE JANEIRO;5889;RIO DAS FLORES;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;30770,95
RIO DE JANEIRO;5889;RIO DAS FLORES;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0E53;Apoio ao Transporte Escolar para a Educação Básica - Caminho da Escola; ;121600,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;507956,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;9114,18
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;185513,87
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;108144,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;60107,10
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;59357,07
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;8171,91
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;497689,54
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;20000,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;396911,34
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;36635,04
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;693058,54
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;4800,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;512;Saneamento Básico Urbano;0122;Serviços Urbanos de Água e Esgoto;7652;Implantação de Melhorias Sanitárias Domiciliares para Prevenção e Controle de Agravos; ;97685,98
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;37690,20
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;3686126,71
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;3314644,40
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;41505,74
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;291705,00
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;40676,87
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;93178,70
RIO DE JANEIRO;5891;SANTA MARIA MADALENA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;2512,50
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;4893046,48
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;8415;Manutenção e Funcionamento das Farmácias Populares;Manutenção de Farmácias;70000,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;1093353,64
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;1428109,38
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;613958,04
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8934;Atenção Especializada em Saúde Bucal;CEO;59400,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;53181,18
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;930239,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;18548,60
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;144177,04
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;1136034,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;5912,55
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;49410,77
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;6609,26
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;8293784,87
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;525,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;137220,15
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;10262,02
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;92763,10
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;135240,96
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;320064,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;5025,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;10000,00
RIO DE JANEIRO;5893;SANTO ANTONIO DE PADUA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;104009,98
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;640700,74
RIO DE JANEIRO;5895;SAO FIDELIS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;171888,00
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;14421,79
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;4735206,27
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;8293784,87
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;77585,40
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;135240,96
RIO DE JANEIRO;5895;SAO FIDELIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;32386,88
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;133470,40
RIO DE JANEIRO;5895;SAO FIDELIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;2512,50
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;66206,87
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;10000,00
RIO DE JANEIRO;5895;SAO FIDELIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;105469,35
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;102164,81
RIO DE JANEIRO;5895;SAO FIDELIS;15;Urbanismo;451;Infra-Estrutura Urbana;0310;Gestão da Política de Desenvolvimento Urbano;1D73;Apoio à Política Nacional de Desenvolvimento Urbano; ;13925,00
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;761900,50
RIO DE JANEIRO;5895;SAO FIDELIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;1935980,00
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;505201,94
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;4749,98
RIO DE JANEIRO;5895;SAO FIDELIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;201492,90
RIO DE JANEIRO;5895;SAO FIDELIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;53009,64
RIO DE JANEIRO;5895;SAO FIDELIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;14300,00
RIO DE JANEIRO;5895;SAO FIDELIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;175410,00
RIO DE JANEIRO;5897;SAO GONCALO;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;20600,00
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;12092858,69
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;512;Saneamento Básico Urbano;0122;Serviços Urbanos de Água e Esgoto;5528;SANEAMENTO BÁSICO PARA CONTROLE DE AGRAVOS; ;2300548,00
RIO DE JANEIRO;5897;SAO GONCALO;11;Trabalho;122;Administração Geral;0106;Gestão da Política de Trabalho, Emprego e Renda;2619;Apoio à Implementação de Políticas na Área do Trabalho; ;2900157,14
RIO DE JANEIRO;5897;SAO GONCALO;14;Direitos da Cidadania;422;Direitos Individuais, Coletivos e Difusos;0156;Prevenção e Enfrentamento da Violência contra as Mulheres;8932;Apoio a Iniciativas de Prevenção à Violência contra as Mulheres; ;26764,54
RIO DE JANEIRO;5897;SAO GONCALO;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;408307,33
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;12L5;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;320000,04
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;3469344,00
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8761;Serviço de Atendimento Móvel de Urgência - Samu 192;SAMU;1170000,00
RIO DE JANEIRO;5897;SAO GONCALO;17;Saneamento;512;Saneamento Básico Urbano;0122;Serviços Urbanos de Água e Esgoto;10S5;Apoio a Empreendimentos de Saneamento Integrado em Assentamentos Precários em Municípios de Regiões Metropolitanas, de Regiões Integradas de Desenvolvimento Econômico ou Municípios com mais de 150 mil Habitantes; ;17179725,24
RIO DE JANEIRO;5897;SAO GONCALO;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;11623758,05
RIO DE JANEIRO;5897;SAO GONCALO;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;124368,75
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;8719;Vigilância Sanitária de Produtos, Serviços e Ambientes, Tecidos, Células e Órgãos Humanos;Vigilância Sanitária;18305,36
RIO DE JANEIRO;5897;SAO GONCALO;14;Direitos da Cidadania;366;Educação de Jovens e Adultos;8034;Nacional de Inclusão de Jovens - ProJovem;2A95;Elevação da Escolaridade e Qualificação Profissional - ProJovem Urbano e Campo; ;1597716,45
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;367;Educação Especial;1374;Desenvolvimento da Educação Especial;8613;Formação de Professores e Profissionais para a Educação Especial; ;99990,00
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;83858,45
RIO DE JANEIRO;5897;SAO GONCALO;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;4911,58
RIO DE JANEIRO;5897;SAO GONCALO;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;7823373,08
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;5478896,91
RIO DE JANEIRO;5897;SAO GONCALO;15;Urbanismo;451;Infra-Estrutura Urbana;0310;Gestão da Política de Desenvolvimento Urbano;1D73;Apoio à Política Nacional de Desenvolvimento Urbano; ;304200,00
RIO DE JANEIRO;5897;SAO GONCALO;27;Desporto e Lazer;812;Desporto Comunitário;8028;Vivência e Iniciação Esportiva Educacional - Segundo Tempo;4377;Funcionamento de Núcleos de Esporte Educacional;Segundo Tempo - Núcleos;827150,00
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;277343,66
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;366;Educação de Jovens e Adultos;1060;Brasil Alfabetizado e Educação de Jovens e Adultos;8790;Apoio à Alfabetização e à Educação de Jovens e Adultos; ;40680,00
RIO DE JANEIRO;5897;SAO GONCALO;17;Saneamento;512;Saneamento Básico Urbano;1128;Urbanização, Regularização Fundiária e Integração de Assentamentos Precários;10S5;Apoio a Empreendimentos de Saneamento Integrado em Assentamentos Precários em Municípios de Regiões Metropolitanas, de Regiões Integradas de Desenvolvimento Econômico ou Municípios com mais de 150 mil Habitantes; ;7098135,55
RIO DE JANEIRO;5897;SAO GONCALO;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;4000,00
RIO DE JANEIRO;5897;SAO GONCALO;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0E53;Apoio ao Transporte Escolar para a Educação Básica - Caminho da Escola; ;242969,70
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;357097,96
RIO DE JANEIRO;5897;SAO GONCALO;10;Saúde;512;Saneamento Básico Urbano;0122;Serviços Urbanos de Água e Esgoto;002L;Apoio à Implantação, Ampliação ou Melhoria de Sistema Público de Esgotamento Sanitário em Municípios Integrantes de Regiões Metropolitanas e Regiões Integradas de Desenvolvimento Econômico (RIDE) para Prevenção e Controle de Doenças;Esgotamento Sanitário;99452,00
